id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
33296,Himlen falder,Himlen falder,2009,2009-12-01,5.7,3,2.6486,da,,False
217765,Stikkfrí,Stikkfrí,1997,1997-12-26,5.8,3,2.6399,is,,False
12093,Lilja 4-ever,Lilja 4-ever,2002,2002-08-23,7.6,640,2.5931,sv,"Lilya, seize ans, vit dans une banlieue triste, quelque part en ex-Union Soviétique. Elle rêve d'une vie meilleure. Sa mère vient de partir aux Etats-Unis avec son compagnon. Lilya espère les rejoindre, mais ne reçoit ni nouvelles, ni argent.Son seul ami est un garçon de onze ans, Volodya. Ils traînent ensemble dans les rues et s'inventent des histoires pour que la vie soit plus belle.Mais un jour, Lilya tombe amoureuse d'Andrei, qui lui demande de le suivre en Suède pour commencer une nouvelle vie à deux.",False
706243,Nøcken,Nøcken,2018,2018-09-21,0.0,0,2.579,da,,False
289191,Un enfant dans la tête,I Am Here,2015,2015-06-12,5.0,62,2.5361,en,"Avec un bon travail et un compagnon aimant, Maria, la quarantaine, aurait tout pour être heureuse. Une chose manque pourtant à son bonheur : depuis dix ans, elle essaie désespérément de concevoir un enfant. A la suite d'une énième fausse couche qui manque de la tuer, son médecin lui apprend qu'elle ne pourra jamais être mère. Par le biais de son entreprise, spécialisée dans les transports Maria apprend l'existence d'un sordide réseau de prostitution exploitant de jeunes mineurs le long de la frontière germano-tchèque. Poussée par son irrépressible désir d'enfant, elle envisage de recueillir le bébé d'une jeune prostituée...",False
42770,Djöflaeyjan,Djöflaeyjan,1996,1996-10-03,6.5,10,2.5255,is,,False
15955,Fukssvansen,Fukssvansen,2001,2001-11-02,5.5,20,2.4946,da,,False
56314,Et rigtigt menneske,Et rigtigt menneske,2001,2001-04-27,6.239,23,2.4615,da,,False
348668,Les Enquêtes du Département V : Délivrance,Flaskepost fra P,2016,2016-03-03,7.0,599,2.404,da,"Une bouteille jetée à la mer, repêchée et oubliée dans un commissariat des Highlands. A l’intérieur, un appel au secours écrit en lettres de sang et en danois. Lorsque le message échoue au Département V de la police de Copenhague, chargé des dossiers non élucidés, les années ont passé... L’imprévisible Carl Mørck, Assad, son assistant syrien au flair infaillible, et Rose, leur secrétaire, vont-ils prendre au sérieux ce SOS ?",False
187968,Nu,Nu,2003,2003-01-27,5.4,19,2.4021,da,,False
792256,Būs labi,Būs labi,2004,2004-01-01,0.0,0,2.3968,lv,,False
127604,Donkeys,Donkeys,2010,2010-10-08,6.0,9,2.39,en,,False
252822,Refroidis,Kraftidioten,2014,2014-02-21,6.905,658,2.3393,no,"La Norvège, l’hiver. Nils, conducteur de chasse-neige, tout juste gratifié du titre de citoyen de l’année, apprend le décès de son fils par overdose. Réfutant cette version officielle, il se lance à la recherche des meurtriers, et va se forger une réputation de justicier anonyme dans le milieu de la pègre. Si la vengeance est un plat qui se mange froid, la sienne sera glacée !",False
23596,Velsignelsen,Velsignelsen,2009,2009-04-23,6.063,8,2.2971,da,,False
169012,Sekten,Sekten,1997,1997-09-12,6.4,9,2.2239,da,,False
16050,Zoomerne,Zoomerne,2009,2009-06-04,5.8,9,2.1772,da,,False
76457,Kat,Kat,2001,2001-06-08,6.125,8,2.1744,da,,False
23451,Videocracy,Videocracy,2009,2009-08-28,6.477,44,2.1434,it,"En Italie, un seul et unique homme domine l’image depuis des décennies. En tant que magnat de la télévision, puis en tant que Président du Conseil, Silvio Berlusconi a su créer un parfait système de divertissement télévisuel et politique.",False
11705,Red Road,Red Road,2006,2006-10-27,6.5,211,2.1381,en,"Jackie travaille comme opératrice pour une société de vidéosurveillance. Tous les jours, elle observe une petite partie de Glasgow et protège ainsi les gens qui mènent leur vie sous ses yeux. Un jour, un homme apparaît sur son écran de contrôle, un homme qu'elle ne pensait jamais revoir un jour, un homme qu'elle ne voulait plus jamais revoir. Désormais, elle n'a pas le choix, elle doit lui faire face.",False
88273,Royal Affair,En kongelig affære,2012,2012-03-29,7.4,924,2.1184,da,"Danemark 1770. La passion secrète que voue la reine Caroline Mathilde au médecin du roi, l’influent Struensee, va changer à jamais le destin de la nation tout entière. Royal Affair relate une page capitale de l’histoire danoise, oubliée des manuels français. La relation amoureuse et intellectuelle entre Caroline Mathilde et Struensee, fortement influencée par les philosophes des Lumières, Rousseau et Voltaire en tête, conduira au renversement de l’ordre social établi, et annoncera les révolutions qui embraseront l’Europe vingt ans plus tard.",False
46823,Pizza King,Pizza King,1999,1999-12-18,3.5,4,2.1132,da,,False
14173,Princesse,Princess,2006,2006-06-16,6.039,51,2.0883,da,"August, un prêtre missionnaire de 32 ans, apprend la mort de sa sœur Christina, ancienne star du porno connue sous le nom de « The Princess », qui a succombé à une overdose après des années de déchéance. Il recueille la fille de Christinia, Mia, âgée de cinq ans. August entame alors une sanglante recherche pour venger Mia et détruire tout le matériel pornographique montrant « The Princess ».",False
452,Les Idiots,Idioterne,1998,1998-04-28,6.461,636,1.9992,da,"Un groupe de jeunes gens dotés d'un appétit de vie féroce, passe son temps à traquer la bêtise. Ils explorent les valeurs cachées et les moins appréciées de l'idiotie et les confrontent à la société dans laquelle ils vivent. Ils sont ravis à chaque fois que l'un d'entre eux trouve une nouvelle manière de dépasser les limites de la bêtise. Karen rencontre par hasard trois membres du groupe et devient involontairement impliquée dans leur petit jeu.",False
254201,Les Enquêtes du Département V : Profanation,Fasandræberne,2014,2014-10-02,7.0,677,1.9987,da,"En 1994, un double-meurtre défraye la chronique. Malgré les soupçons qui pèsent sur un groupe de pensionnaires d’un internat, la police classe l’affaire, faute de preuve… Jusqu'à l'intervention, plus de 20 ans après, du Département V : l’inspecteur Carl Mørck, et Assad, son assistant d’origine syrienne, spécialisés dans les crimes non résolus. Ensemble, ils rouvrent l’affaire qui les amène à enquêter sur un des notables les plus puissants du Danemark.",False
420405,Charlie Butterfly,Charlie Butterfly,2002,2002-04-12,10.0,4,1.9915,da,,False
16010,Råzone,Råzone,2006,2006-07-03,5.2,12,1.9476,da,,False
15830,Bænken,Bænken,2000,2000-08-26,7.015,33,1.9209,da,,False
44716,Revenge,Hævnen,2010,2010-08-26,7.11,441,1.8778,da,"Anton est médecin. Il partage son existence entre son foyer installé dans une ville paisible du Danemark, et son travail au sein d'un camp de réfugiés en Afrique. Il est séparé de sa femme, Marianne, et tous deux songent à divorcer. Leur fils aîné, Elias, âgé d'une dizaine d'années, se fait brutaliser à l'école par certains de ses camarades, jusqu'au jour où un autre garçon, Christian, décide de prendre sa défense. Ayant quitté Londres avec son père pour s'installer au Danemark, Christian est profondément marqué par le décès récent de sa mère, terrassée par un cancer. Des liens étroits se tissent bientôt entre les deux camarades. Mais quand Christian implique Elias dans un acte de vengeance particulièrement risqué où des vies humaines sont en jeu, leur amitié s'en trouve durement éprouvée. Dans des mondes que tout oppose, ces enfants et leur famille seront appelés à faire des choix difficiles, entre vengeance et pardon.",False
411773,Aqualorius!,Aqualorius!,2009,2009-07-16,6.0,5,1.8163,da,,False
1369363,Madame Ida,Madame Ida,2024,2024-12-02,6.6,6,1.7644,da,,False
15840,Drabet,Drabet,2005,2005-08-26,5.661,31,1.7553,da,,False
258216,Nymphomaniac : Volume 1,Nymphomaniac: Vol. I,2013,2013-12-25,6.8,3579,1.7016,en,"La folle et poétique histoire du parcours érotique d'une femme, de sa naissance jusqu'à l'âge de 50 ans, racontée par le personnage principal, Joe, qui s'est auto-diagnostiquée nymphomane. Par une froide soirée d’hiver, le vieux et charmant célibataire Seligman découvre Joe dans une ruelle, rouée de coups. Après l'avoir ramenée chez lui, il soigne ses blessures et l’interroge sur sa vie. Seligman écoute intensément Joe lui raconter en huit chapitres successifs le récit de sa vie aux multiples ramifications et facettes, riche en associations et en incidents de parcours.",False
479226,Les Enquêtes du Département V : Dossier 64,Journal 64,2018,2018-10-04,7.169,537,1.6815,da,"Alors que le Département V est sous tension avant le départ annoncé d'Assad, partenaire de l'inspecteur Carl Mørck, ces derniers se lancent dans une nouvelle enquête qui pourrait bien être leur dernière.  Suite à la découverte de trois squelettes cachés derrière la tapisserie d'un vieil appartement, les deux enquêteurs et leur assistante Rose doivent exhumer une macabre affaire datant des années 1950 : sur la petite île de Sprogø, des femmes étaient internées et stérilisées de force sous la direction du docteur Curt Wad...",False
126250,Love is all you need,Den skaldede frisør,2012,2012-09-06,5.988,293,1.6337,da,"D'origine anglaise, Philip, la cinquantaine, s'est établi au Danemark où il vit seul depuis qu'il a perdu sa femme. De son côté, Ida, coiffeuse danoise, se remet progressivement de sa chimiothérapie, tandis que son mari vient de la quitter pour une femme plus jeune… Les trajectoires de ces deux êtres malmenés par la vie vont se croiser en Italie, à l'occasion du mariage de Patrick, le fils de Philip, et d'Astrid, la fille d'Ida…",False
57436,The Erotic Man,The Erotic Man,2010,2010-09-26,4.891,23,1.5809,en,,False
145,Breaking the Waves,Breaking the Waves,1996,1996-07-05,7.5,1088,1.5666,da,"Au début des années soixante-dix sur la côte nord-ouest de l’Écosse, la communauté d'une petite ville célèbre à contrecœur le mariage de Bess, jeune fille naïve et pieuse, et de Jan, homme d'âge mûr qui travaille sur une plate-forme pétrolière. Leur bonheur va être brisé par un accident qui va paralyser Jan.",False
724613,Vogn 347,Vogn 347,2011,2011-03-04,0.0,0,1.5652,da,,False
707698,Afmagt,Afmagt,1998,1998-05-22,2.0,1,1.5623,da,,False
714268,Hotel Stalker,Hotel Stalker,2012,2012-04-27,0.0,0,1.5392,da,,False
5206,Le Direktør,Direktøren for det hele,2006,2006-12-08,6.6,310,1.5317,da,"Le propriétaire d'une société informatique décide de vendre son entreprise. Le problème, c'est que lors de la création de celle-ci, il avait inventé de toutes pièces un président, se retranchant derrière ce personnage fictif au moment de prendre des décisions impopulaires. Or, les potentiels acheteurs veulent négocier avec ce président... Le président fait alors appel à un acteur au chômage pour jouer ce rôle. Le comédien va découvrir qu'il est un pion dans une histoire qui va mettre son (manque de) sens moral à rude épreuve.",False
1261050,L'Ultime braquage,De lydløse,2024,2024-10-31,5.804,69,1.497,da,"Une équipe de braqueurs chevronnés prépare méticuleusement un gros coup. Un braquage rapide, brutal, sans bavure et sans trace. Mais une erreur va tout changer. Il faut tout abandonner, disparaître. Maintenant.",False
436417,Dogville: Test,Dogville: Test,2003,2003-11-19,5.5,14,1.4876,da,,False
308409,La Communauté,Kollektivet,2016,2016-01-14,6.408,211,1.4839,da,"Dans les années 1970, au Danemark, Erik, professeur d'architecture, et Anna, journaliste à la télévision, s'installent avec leur fille de 14 ans, Freja, dans une villa d'un quartier huppé de Copenhague où ils décident de tenter l'expérience de la communauté. Ils y invitent donc des amis mais aussi des nouvelles connaissances à partager là une vie en collectivité où toutes les règles, toutes les décisions sont prises de manière collégiale et soumises à un vote. Si leur communauté favorise l'amitié, l'amour et l'intimité du groupe, une liaison amoureuse entre Erik et l'une de ses étudiantes va venir perturber la vie de tous...",False
348677,The Model,The Model,2016,2016-02-11,5.8,127,1.4666,da,Une jeune mannequin danoise tente de percer dans l'univers de la mode parisien. Son amour pour un jeune photographe va tourner à l'obsession et la mener à sa chute.,False
3549,After the Wedding,Efter brylluppet,2006,2006-02-24,7.1,471,1.4643,da,"Jacob Petersen a voué sa vie à la construction d'un orphelinat en Inde. Mais l'établissement est menacé de fermeture. Un donateur, Jorgen, lui demande alors de rentrer au Danemark pour effectuer la transaction financière. Arrivé sur place, Jorgen l'invite au mariage de sa fille qui a lieu le lendemain. Lors de la cérémonie, Jacob comprend que sa présence n'est pas sans raison...",False
10913,Dear Wendy,Dear Wendy,2005,2005-02-04,5.785,135,1.3385,en,"Dick, 18 ans et solitaire, vit dans une petite ville minière. Un jour, un petit revolver tombe entre ses mains, il se sent irrésistiblement attiré par cet objet, et ceci malgré ses convictions profondément pacifistes. Avec ce nouvel ami, il va bientôt convaincre les autres jeunes désoeuvrés de la ville de le rejoindre dans un club secret ""Les Dandys"", club basé sur les principes du pacifisme et des armes. Malgré leur foi dans la règle première du Dandy - ne lève jamais ton arme - bientôt les membres du club vont se trouver dans une situation difficile lorsqu'ils réalisent que les règles sont faites pour être brisées.",False
828305,La Vengeance d'une Mère,Rushed,2021,2021-08-27,6.7,59,1.3214,en,"Barbara O'Brien, une mère catholique irlandaise, voit sa vie basculer lorsque son fils est impliqué dans un tragique incident de bizutage.",False
11634,Fucking Åmål,Fucking Åmål,1998,1998-10-23,7.09,575,1.3117,sv,"Elin, jeune fille de quinze ans, s'ennuie et trouve sa vie morne dans une ville suédoise en dépit des dizaines de garçons qui sont amoureux d'elle. Elle se lie d’amitié avec Agnès, plus timide, que l'on dit lesbienne. Elin va peu à peu se sentir attirée par elle.",False
766105,Les saveurs du succès,Smagen af sult,2021,2021-06-24,5.969,64,1.2905,da,Un couple sacrifie tout pour obtenir la plus haute distinction possible dans le monde culinaire : une étoile Michelin.,False
15819,Af banen!,Af banen!,2005,2005-03-11,6.6,11,1.2759,da,,False
368489,Mørke rum,Mørke rum,2015,2015-01-23,5.25,16,1.2218,da,"Sebastian rencontre Jacob après avoir discuté avec lui sur un chat. Jacob, plus âgé, l'entraîne dans un sex club. Sebastian, encore vierge, s'enfuit, mais reprend contact avec Jacob quand il comprend qu'il est tombé amoureux.",False
512603,L'été où mon père disparut,Ut og stjæle hester,2019,2019-03-08,6.444,72,1.2135,no,"Parti vivre dans un village au coeur de la forêt norvégienne, un retraité y retrouve une vieille connaissance. De quoi faire ressurgir le souvenir d'un été.",False
3875,Brothers,Brødre,2004,2004-08-27,6.773,110,1.1965,da,"Michael a une vie rêvée, une carrière militaire prometteuse, une superbe épouse et deux magnifiques filles.
 Son jeune frère, Jannik est un petit voyou, un hors-la-loi.
 Quand Michael doit partir en Afghanistan pour une mission de l'ONU, les relations entre les deux frères sont tendues.
 Lors de son voyage, Michael est porté disparu, présumé mort. Sarah est épaulée par Jannik qui, contre toute attente, prend en charge la famille. Rapidement, Sarah et Jannik se rapprochent et deviennent très complices.",False
112,Italien pour débutants,Italiensk for begyndere,2000,2000-12-07,6.4,148,1.18,da,"Andreas, un jeune pasteur, arrive dans une banlieue particulièrement grisâtre de Copenhague pour effectuer un remplacement et reprendre en main le temple local. Il loge à l'hôtel, où il engage la conversation avec Jorgen Mortensen, le réceptionniste, qui lui conseille de s'inscrire au cours d'italien pour débutants.
 Andreas se rend alors sur place et rencontre une charmante mais fort maladroite vendeuse en pâtisserie, Olympia. La jeune fille est traumatisée par un père outrancier. Elle n'est d'ailleurs pas au bout de ses surprises : à la mort de sa mère, elle découvre que Karen, une coiffeuse un peu inhibée, n'est autre que sa soeur.
 D'autres personnes trentenaires interviennent à leur tour, toutes blessées par la vie mais motivées pour apprendre l'italien.",False
12777,It's All About Love,It's All About Love,2003,2003-01-10,5.443,114,1.1759,en,"Dans un futur proche, Lena est une patineuse new-yorkaise dépassée par la célébrité qui a remis en cause son mariage. Elle décide de raccrocher les patins, allant ainsi à l'encontre de son manager et de ses deux assistants. Après avoir cloné Lena pour assurer leurs arrières, ces derniers tentent de l'éliminer. John, son mari venu de Pologne pour demander le divorce, l'aidera à leur échapper.",False
512190,Grimsey,Grimsey,2018,2018-01-15,5.6,5,1.1714,es,"Norberto a quitté Bruno pour partir en Islande. Décidé à le retrouver, ce dernier engage Arnau, un guide originaire de Reykjavik. Ensemble, ils partent pour la lointaine île de Grimsey.",False
12456,Five Obstructions,De fem benspænd,2003,2003-11-07,6.904,167,1.1244,da,"Lars von Trier considère THE PERFECT HUMAN (1967) comme l'un de ses films cultes. Il défie son réalisateur, Jørgen Leth, de tourner cinq remakes de ce court-métrage. Pour chaque projet, il va lui imposer de nouvelles "" obstructions "" le forçant à repenser l'histoire et les personnages de son film original. Leth devra gérer restrictions, ordres et autres interdictions. FIVE OBSTRUCTIONS est un jeu plein de pièges et de coups vicieux. Un film fascinant et totalement inédit autour d'un cinéaste qui accepte de recréer totalement une de ses premières oeuvres. Un voyage initiatique au coeur du processus de la création cinématographique.",False
357005,Fruen på Hamre,Fruen på Hamre,2000,2000-05-12,9.0,4,1.0992,da,,False
21290,Le Fil de la vie,Strings,2004,2004-10-24,6.7,81,1.0743,en,"A une époque mythologique, Hal Tara veut venger son père, le roi Kahro, mais parmi ses ennemis, il va rencontrer l'amour.",False
629138,Sigøjnerjagt,Sigøjnerjagt,2019,2019-06-10,0.0,0,1.0429,da,,False
102,Open Hearts,Elsker dig for evigt,2002,2002-09-06,7.1,120,1.0407,da,"Cecilie et Joachim ont tout pour être heureux. Mais leur bonheur s'écroule le jour où ce dernier est victime d'un accident de voiture et se retrouve paralysé. Désespérée, Cecilie se rapproche de plus en plus du médecin chargé de soigner son compagnon.",False
201770,Om Natten,Om Natten,2007,2007-09-26,6.7,10,1.0342,da,,False
22140,Riget II,Riget II,1998,1998-07-17,7.7,47,1.0279,da,,False
348675,The Day Will Come,Der kommer en dag,2016,2016-04-21,7.525,79,1.0239,da,"En 1967, deux frères danois se retrouvent dans un orphelinat. Face à la cruauté du directeur de l'établissement, les enfants décident peu à peu de se rebeller.",False
12604,Masjävlar,Masjävlar,2004,2004-12-17,5.818,44,1.0195,sv,,False
1163182,A Happy Day,A Happy Day,2023,2023-09-07,6.0,2,0.9899,no,,False
448172,Du forsvinder,Du forsvinder,2017,2017-04-20,5.6,23,0.9605,da,,False
8985,Visions of Europe,Visions of Europe,2004,2004-05-01,5.0,20,0.9577,en,,False
392711,In Absentia,In Absentia,2013,2013-04-05,0.0,0,0.9286,da,,False
710651,Chicky Red Grill,Chicky Red Grill,2017,2017-10-27,0.0,0,0.9169,da,,False
1031288,The Isle,The Isle,2004,2004-04-30,5.0,2,0.9056,mt,,False
710506,Ballon,Ballon,2016,2016-10-03,0.0,0,0.9054,da,,False
254200,A Second Chance,En chance til,2014,2014-09-08,6.579,158,0.902,da,"Andreas est un jeune inspecteur prometteur qui gère, en plus de son travail, les crises et déboires de Simon, son coéquipier récemment divorcé. Quand il rentre de son service, il a le bonheur de retrouver sa femme et leur nouveau-né. Un matin, Andreas et Simon sont appelés pour une violente dispute chez un couple de junkies. Ils découvrent sur place un nourrisson laissé pour compte, caché dans un placard. Par identification avec son propre enfant, Andreas est en état de choc. Il retourne plus tard chez lui perturbé par cette intervention. En pleine nuit les cris de sa femme le réveillent. Face à l'impensable, Andreas va prendre une décision au-delà de toute raison.",False
37857,Don's Plum,Don's Plum,2002,2002-09-05,5.3,94,0.8818,en,Une bande de jeunes gens de Los Angeles se retrouve chaque jour pour discuter de leurs dernières mésaventures.,False
742,Together,Tillsammans,2000,2000-08-25,6.996,263,0.8677,sv,"En 1975, tout comme l'ensemble du monde occidental, la Suède est soumise à une remise en question assez radicale de son mode de vie par une jeunesse avide d'expériences nouvelles.
 A Stokholm, une communauté hippie vit dans une promiscuité joyeuse : les couples se font et se défont, regardent pousser leurs légumes, ne mangent jamais de viande et ont juré la perte du Grand Capital. Les contraintes sociales sont oubliées, les enfants s'épanouissent à l'écart du cadre scolaire, les discussions sont libres et l'amour aussi.
 Cependant, un beau jour, la sérénité de ce microcosme est perturbée par l'arrivée impromptue d'une inconnue, Elisabeth (Lisa Lindgren), la soeur de Göran (Gustav Hammarsten). Celle-ci, lassée des violences répétées de son mari, débarque avec enfants et bagages. La vie des uns et des autres va s'en trouver changée à jamais.",False
26436,Den bästa sommaren,Den bästa sommaren,2000,2000-03-08,7.027,55,0.8542,sv,,False
1262960,Bico,Bico,2004,2004-01-04,6.0,1,0.8159,fi,,False
86987,Arme Riddere,Arme Riddere,2011,2011-12-02,5.9,43,0.8149,no,"A la frontière entre la Norvège et la Suède, quatre ex-délinquants, employés d'une fabrique de sapins de Noël en plastique, gagnent une grosse somme d'argent aux jeux. Mais le partage du magot s'avère particulièrement difficile, et les cadavres s'accumulent autour d'eux...",False
710204,Alting,Alting,2012,2012-06-12,0.0,0,0.8119,da,,False
1838,Drømmen,Drømmen,2006,2006-03-24,7.2,41,0.7939,da,,False
367590,Elsker elsker ikke...,Elsker elsker ikke...,1995,1995-03-17,4.0,1,0.7517,da,,False
53954,Rocket Brothers,Rocket Brothers,2003,2003-12-12,6.0,2,0.7406,en,,False
139,Mifune,Mifunes sidste sang,1999,1999-03-12,6.9,70,0.7269,da,"Jeune cadre dynamique et performant, Kresten vit a Copenhague ou il est promis a une brillante carriere. Mais un appel telephonique va bouleverser ce beau destin la nuit de ses noces. Son pere est mort. Une nouvelle d'autant plus cruelle pour Kresten qu'il a laisse croire a ses proches et a sa femme qu'il n'avait plus la moindre famille. Le retour a la ferme familiale delabree et sale est rude. Il y retrouve son frere aine, un simple d'esprit. Kresten se sent incapable d'assumer son passe de fils d'agriculteur. Grand Prix du jury Berlin 1999, Ours d'argent.",False
55178,D-Day,D-Dag,2000,2000-01-01,5.5,25,0.7194,da,"C'est le résultat final d'une grande expérience. Les quatre films enregistrés simultanément le soir du Nouvel An 1999 ainsi que le tournage des réalisateurs au travail ont maintenant été intégrés dans la version finale de D-dag. (Le titre signifie D-dag le film terminé.) Il s'agit du montage des éditeurs, où il a pris les cinq rôles de film de 70 minutes et les a réduits à un film de 65 minutes. Le D-Dag original était le vôtre pour monter les cinq films simultanément sur jusqu'à sept chaînes de télévision différentes. Cependant, nous voyons ici une version d'éditeurs professionnels. L'intrigue est la même pour toutes les versions de D-dag : quatre personnes ont prévu de braquer une banque et doivent utiliser le bruit de la célébration du nouvel an pour cacher l'explosion. On les suit dans l'heure autour du braquage",False
86985,ID:A,ID:A,2011,2011-11-24,5.949,59,0.7151,da,,False
1494413,Kosmonaut,Kosmonaut,2003,2003-06-08,0.0,0,0.6976,no,,False
397774,Træneren,Træneren,2009,2009-04-23,5.5,8,0.6973,da,,False
48748,Klovn - The Movie,Klovn - The Movie,2010,2010-12-16,6.496,132,0.695,da,,False
90682,Magi I Luften,Magi I Luften,2011,2011-06-23,3.8,5,0.6725,da,,False
50656,"Erik Nietzsche, mes années de jeunesse",De unge år,2007,2007-12-25,4.5,12,0.6604,da,"Erik Nietzsche est un jeune Danois qui rêve de cinéma. Admis par erreur à l'école danoise de cinéma, il est frappé par la compétition nourrie entre les élèves, l'abstraction des cours (la technique n'est pas enseignée en première année) et la nullité de professeurs frustrés et pédants. Au fur et à mesure de déconvenues professionnelles mais aussi sexuelles ou politiques, il fait son apprentissage afin de réussir à s'imposer dans un monde qui n'épargne pas les naïfs.",False
178375,Het Zuiden,Het Zuiden,2004,2004-01-24,3.9,6,0.6251,nl,,False
755201,Vægge af beton,Vægge af beton,2019,2019-10-26,9.8,2,0.607,da,,False
616561,Espoir,Håp,2019,2019-11-22,6.897,58,0.5961,no,"Une super-femme de longue date qui compense un mari bourré de travail et souvent absent, les soldats d'Anja, refuse de dire quoi que ce soit d'autre que Tomas - et devient de plus en plus exaspérée par l'ignorance béate de ses enfants, alors que le soutien de Tomas ne l'encourage que de temps en temps. Les prochains jours vont tester la force de leur relation ...",False
10613,Le roi est vivant,The King Is Alive,2000,2000-05-11,5.515,34,0.567,en,"Bloqué dans la chaleur d'un désert aride d'Afrique, onze bus-passagers refuge dans les vestiges d'une ville abandonnée. Comme sauvetage pousse plus à distance par jour et approfondit l'anxiété, une idée émerge: pourquoi ne pas en scène une pièce de théâtre. Cependant, le choix du roi Lear ne réussit à plonger ce groupe disparate de voyageurs dans la tourmente qu'ils luttent pour surmonter la colère de la nature et de leur propre morale.",False
49220,Zozo,Zozo,2005,2005-09-02,5.7,30,0.5626,sv,"Lorsque la guerre civile au Liban le prive de sa famille, un garçon s'enfuit en Suède avec le cœur gros et ce qui lui reste dans l'espoir d'y trouver ses grands-parents.",False
55175,Von Trier's 100 Eyes,Von Trier's 100 Øjne,2000,2000-12-02,7.2,8,0.5613,en,Un court documentaire expliquant le procédé utilisé par Lars von Trier pour donner à son film Dancer in the Dark son aspect peu commun.,False
1054150,Skabelsen af Riget Exodus,Skabelsen af Riget Exodus,2022,2022-11-20,0.0,0,0.5549,da,,False
28112,I et speil i en gåte,I et speil i en gåte,2008,2008-10-17,6.8,11,0.543,no,,False
734107,Akvarieklubben,Akvarieklubben,2017,2017-01-01,0.0,0,0.5339,da,,False
33279,Dansen,Dansen,2008,2008-03-14,5.5,8,0.5197,da,,False
61624,Sandheden om mænd,Sandheden om mænd,2010,2010-10-07,5.958,24,0.5164,da,,False
16031,Lille soldat,Lille soldat,2008,2008-11-14,4.5,13,0.5117,da,,False
15826,Bag det stille ydre,Bag det stille ydre,2005,2005-05-27,4.6,7,0.5036,da,,False
15834,Den du frygter,Den du frygter,2008,2008-12-19,5.0,23,0.4934,da,,False
49302,Les Héros,De største helte,1996,1996-11-08,5.9,15,0.4837,da,"Peter et Karsten sont en liberté surveillée pour des braquages de banque. Karsten reçoit la visite d'une ancienne conquête, Lisbeth, qui lui révèle l'existence de sa fille déjà âgée de 12 ans. Lorsqu'il apprend que le beau-père de sa fille la maltraite, il décide de se rendre en Suède pour lui venir en aide, quittant le Danemark malgré l'interdiction de la justice...",False
16014,Clash of Egos,Sprængfarlig bombe,2006,2006-08-25,5.6,33,0.4837,da,"Après avoir vu un épouvantable film d'art et d'essai avec ses enfants, Tonny se met à la recherche du prétentieux réalisateur pour exiger un remboursement.",False
34614,A Hole in my Heart,Ett hål i mitt hjärta,2005,2005-04-08,4.2,74,0.4765,sv,"Dans un appartement délabré, un jeune homme regarde son père et un ami tourner un film porno amateur. Les questions de moralité, de télé-réalité et d'amitié sont explorées.",False
52249,Det røde kapel,Det røde kapel,2010,2010-12-29,7.207,29,0.4682,da,,False
123825,Små Ulykker,Små Ulykker,2002,2002-02-15,7.1,13,0.4628,da,,False
87506,Pan,Pan,1995,1995-03-24,5.6,5,0.4602,no,,False
991398,Femme Courage - Louisa Ighilahriz,El Maraʼa Shagaʼa - امرأة شجاعة - لويزة إغيل أحريز,2003,2003-01-21,10.0,1,0.4449,ar,"Le récit autobiographique de la vie tourmentée d'un témoin du siècle : Louisa Ighilahriz, militante et haute figure de l'indépendance de l'Algérie. Étudiante, elle s'engage à 20 ans dans le combat indépendantiste, dans les rangs du FLN à la veille de la bataille d'Alger, fin 1956 sous le nom de Lila. Elle participe à la grève des lycéens, puis prend la fuite dans le maquis lorsqu'elle est activement recherchée par la suite. Elle fait partie du réseau français de soutien au FLN des « porteurs de valises » pendant la bataille d'Alger. Grièvement blessée aux côtés de son chef de réseau, Saïd Bakel lors d'une embuscade en 1957, hospitalisée puis incarcérée elle subira de nombreuses tortures dans les prisons françaises. Elle sera sauvée d'une mort certaine par un anonyme, elle cherchera, durant quarante ans, à le retrouver juste pour lui témoigner sa gratitude ... Emblématique de la douloureuse histoire franco-algérienne, le récit de Louisa est poignant et empreint d'humanisme.",False
179692,Smukke Dreng,Smukke Dreng,1993,1993-03-26,4.7,13,0.4431,da,,False
977935,Together 99,Tillsammans 99,2023,2023-10-13,6.0,22,0.4321,sv,"24 ans plus tard, en 1999, Göran et Klasse ne sont plus que deux dans leur commune suédoise. Comme ils se sentent un peu seuls, l'idée leur vient d'organiser une réunion avec leurs anciens amis.",False
58483,En familie,En familie,2011,2011-02-24,6.2,15,0.4291,da,,False
21274,Les Trois Mousquetaires,De tre musketerer,2006,2006-07-07,4.0,2,0.4286,xx,"Dans la France du XVIIe siècle, le jeune d'Artagnan quitte Castelmore et sa Gascogne natale pour monter à Paris et tenter sa chance dans la compagnie des mousquetaires. Une fois dans la capitale, il rencontre trois d'entre eux, Athos, Porthos et Aramis, qui prennent le jeune Gascon en amitié. D'Artagnan et ses amis vont dès lors devoir faire face aux plans du cardinal Richelieu, et ainsi protéger l'amour secret de la reine pour le duc de Buckingham...",False
964308,Resten af livet,Resten af livet,2022,2022-07-07,7.9,7,0.4076,da,,False
16059,En enkelt til Korsør,En enkelt til Korsør,2008,2008-09-18,4.0,10,0.3923,da,,False
274826,Lev stærkt,Lev stærkt,2014,2014-06-24,4.9,13,0.3891,da,,False
