genre_principal,genre_id,id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
Animation,16,177572,Les Nouveaux Héros,Big Hero 6,2014,2014-10-24,7.725,16351,19.9639,en,"Un génie de la robotique nommé Hiro Hamada, se retrouve embarqué dans un complot criminel qui menace de détruire la paisible ville high-tech de San Fransokyo. Avec l’aide d’un de ses plus proche compagnon – un robot nommé Baymax –, Hiro s’associe à une équipe de jeunes amateurs qui s’est donnée pour mission de sauver la population.",False
Animation,16,519182,"Moi, moche et méchant 4",Despicable Me 4,2024,2024-06-20,6.993,3065,19.7514,en,"Gru, Lucy et les filles, Margo, Édith et Agnès accueillent le petit dernier de la famille, Gru Junior, qui semble n’avoir qu’une passion : faire tourner son père en bourrique. Mais Gru est confronté à un nouvel ennemi, Maxime Le Mal, qui avec l’aide de sa petite amie, la fatale Valentina, va obliger toute la famille à fuir.",False
Animation,16,585,Monstres & Cie,"Monsters, Inc.",2001,2001-11-01,7.847,19468,19.9679,en,"Monstropolis est une petite ville peuplée de monstres dont la principale source d’énergie provient des cris des enfants. Monstres & Cie est la plus grande usine de traitement de cris de la ville. Grâce au nombre impressionnant de portes de placards dont dispose l’usine, une équipe de monstres d’élite pénètre dans le monde des humains pour terrifier durant la nuit les enfants et récolter leurs hurlements. Le Terreur d’élite le plus réputé de Monstres & Cie s’appelle Jacques Sullivent, alias Sulli. C’est un monstre cornu de 2 m 40 de haut à la fourrure bleu-vert tachetée de violet. Une nuit, alors qu’il se trouve à « l'étage de la Terreur », il s’aperçoit qu’une porte de placard n’a pas été fermée correctement. Pour vérifier que tout est en place, il l’ouvre, permettant sans le vouloir à Bouh, une petite fille, de pénétrer dans son monde.",False
Animation,16,354912,Coco,Coco,2017,2017-10-27,8.198,20654,21.1807,en,"Depuis déjà plusieurs générations, la musique est bannie dans la famille de Miguel. Un vrai déchirement pour le jeune garçon dont le rêve ultime est de devenir un musicien aussi accompli que son idole, Ernesto de la Cruz. Bien décidé à prouver son talent, Miguel, par un étrange concours de circonstances, se retrouve propulsé dans un monde étonnant et coloré lié aux célébrations des ancêtres. Là, il se lie d’amitié avec Hector, un gentil garçon mais un peu filou sur les bords. Ensemble, ils vont accomplir un voyage extraordinaire qui leur révèlera la véritable histoire qui se cache derrière celle de la famille de Miguel…",False
Animation,16,1022789,Vice-versa 2,Inside Out 2,2024,2024-06-11,7.547,6455,20.1182,en,"Riley, adolescente depuis peu, au moment où le Quartier Cérébral doit être démoli pour faire place à un événement totalement inattendu : de nouvelles Émotions ! Joie, Tristesse, Colère, Peur et Dégoût, qui ont longtemps su contrôler les choses avec succès, ne savent pas comment réagir à l'arrivée d'Anxiété. Et il semblerait qu'elle ne soit pas seule. Elle est venue accompagnée d'Embarras, Envie et Ennui.",False
Animation,16,372058,Your Name.,君の名は。,2016,2016-08-26,8.478,12289,17.7326,ja,"Mitsuha est une lycéenne, la fille du maire d'une petite ville nichée entre les montagnes. Vivant avec sa petite sœur et sa grand-mère, c'est une demoiselle franche qui n'hésite pas à dire qu'elle n'a pas envie de participer aux rituels shinto, ou d'aider son père dans ses campagnes électorales. En fait, elle rêve de pouvoir quitter cette ville où elle s'ennuie, pour partir tenter sa chance à la capitale. Taki est un lycéen, un tokyoïte qui travaille à mi-temps dans un restaurant italien, tout en aspirant à des études d'architecture ou dans les Beaux-Arts. Chaque nuit, il fait un rêve étrange, où il devient… une lycéenne campagnarde, vivant dans une petite ville entre les montagnes.  Quel secret se cache derrière ces rêves mutuels, qui unissent ces deux êtres qui ne se sont jamais rencontrés ?",False
Animation,16,8587,Le Roi lion,The Lion King,1994,1994-06-15,8.255,19373,19.7144,en,"Disney présente l'histoire de Simba, un fougueux lionceau qui « voudrait déjà être roi ». Éloigné par son sombre et ambitieux oncle Scar, Simba profite de la vie avec ses drôles de compagnons Timon et Pumbaa, oubliant son rang et ses responsabilités. Mais son destin l'appelle à rentrer auprès des siens et à reprendre sa place dans le Grand Cercle de la Vie.",False
Animation,16,109445,La Reine des neiges,Frozen,2013,2013-11-20,7.248,17349,19.0455,en,"Anna, une jeune fille aussi audacieuse qu’optimiste, se lance dans un incroyable voyage en compagnie de Kristoff, un montagnard expérimenté, et de son fidèle renne, Sven à la recherche de sa sœur, Elsa, la Reine des Neiges qui a plongé le royaume d’Arendelle dans un hiver éternel…  En chemin, ils vont rencontrer de mystérieux trolls et un drôle de bonhomme de neige nommé Olaf, braver les conditions extrêmes des sommets escarpés et glacés, et affronter la magie qui les guette à chaque pas.",False
Animation,16,150540,Vice-versa,Inside Out,2015,2015-06-17,7.909,23163,17.6606,en,"Riley est déracinée du Mid-Ouest quand son père est muté à San Francisco. Comme tous, Riley est guidée par ses Émotions : Joie, Peur, Colère, Dégoût et Tristesse. Les Émotions vivent au Quartier Cérébral, où elles la conseillent au quotidien. Alors que Riley et ses Émotions se bagarrent, c’est la crise au Quartier Cérébral. Joie, l'Émotion principale de Riley, essaie de rester positive alors que les autres Émotions essaient de s'adapter à la nouvelle vie de Riley.",False
Animation,16,862,Toy Story,Toy Story,1995,1995-11-22,7.97,19546,19.2782,en,"Dans un monde où les jouets vivent leur vie quand les humains ne sont pas présents, Toy Story emmène les spectateurs dans un voyage fantastique vu principalement par les yeux de deux rivaux : Woody, un cow-boy, et Buzz l'Éclair, un ranger de l’espace. Ce duo va devoir apprendre à mettre ses différences de côté et s'allier, lorsqu’il sera séparé de son propriétaire Andy.",False
Animation,16,1184918,Le Robot sauvage,The Wild Robot,2024,2024-09-12,8.313,5723,16.5179,en,"L’incroyable épopée d'un robot -- l'unité ROZZUM 7134 alias ""Roz"" -- qui après avoir fait naufrage sur une île déserte doit apprendre à s'adapter à un environnement hostile en nouant petit à petit des relations avec les animaux de l'île. Il finit par adopter le petit d’une oie, un oison, qui s'est retrouvé orphelin.",False
Animation,16,420818,Le Roi Lion,The Lion King,2019,2019-07-12,7.1,10636,16.4678,en,"Au fond de la savane africaine, tous les animaux célèbrent la naissance de Simba, leur futur roi. Les mois passent. Simba idolâtre son père, le roi Mufasa, qui prend à cœur de lui faire comprendre les enjeux de sa royale destinée. Mais tout le monde ne semble pas de cet avis. Scar, le frère de Mufasa, l'ancien héritier du trône, a ses propres plans. La bataille pour la prise de contrôle de la Terre des Lions est ravagée par la trahison, la tragédie et le drame, ce qui finit par entraîner l'exil de Simba. Avec l'aide de deux nouveaux amis, Timon et Pumbaa, le jeune lion va devoir trouver comment grandir et reprendre ce qui lui revient de droit.",False
Animation,16,1280869,Fate/kaleid liner プリズマ☆イリヤ 運動会 DE ダンス！,Fate/kaleid liner プリズマ☆イリヤ 運動会 DE ダンス！,2014,2014-03-10,9.0,2,18.5358,ja,,False
Animation,16,502356,"Super Mario Bros., le film",The Super Mario Bros. Movie,2023,2023-04-05,7.595,10262,19.102,en,"Alors qu’ils tentent de réparer une canalisation souterraine, Mario et son frère Luigi, tous deux plombiers, se retrouvent plongés dans un nouvel univers féerique à travers un mystérieux conduit. Mais lorsque les deux frères sont séparés, Mario s’engage dans une aventure trépidante pour retrouver Luigi. Dans sa quête, il peut compter sur l’aide du champignon Toad, habitant du Royaume Champignon, et les conseils avisés, en matière de techniques de combat, de la Princesse Peach, guerrière déterminée à la tête du Royaume. C’est ainsi que Mario réussit à mobiliser ses propres forces pour aller au bout de sa mission.",False
Animation,16,14160,Là-haut,Up,2009,2009-05-28,7.96,21327,18.7337,en,"À 78 ans, Carl n'envisage plus qu'une chose : finir tranquillement sa vie dans la petite maison où il a passé toute une existence paisible auprès de son épouse Ellie. Veuf désormais, il reste, en effet, attaché à son passé en refusant les propositions mirobolantes d'un promoteur pour racheter son bien. Quand des circonstances exceptionnelles le contraignent d'intégrer une maison de retraite, il prend une ultime fois les choses en mains et, transformant sa demeure en dirigeable, s'envole pour l'aventure, vers la partie du monde où sa femme et lui s'étaient promis un jour de s'installer. Il ne se doute pas alors qu'il a emporté avec lui un jeune passager clandestin, Russell et que le voyage sera loin d'être de tout repos…",False
Animation,16,38757,Raiponce,Tangled,2010,2010-11-24,7.61,12186,17.4954,en,"Quand le bandit le plus recherché du royaume, Flynn Rider, se cache dans une mystérieuse tour, il est pris en otage par Raiponce, une jolie adolescente avec des cheveux de 20 mètres. La curieuse ravisseuse de Flynn, qui cherche à s’échapper de la tour où elle est enfermée depuis des années, conclut un accord avec le voleur et le duo improbable se lance dans une aventure pleine d’action, en compagnie du cheval Maximus, d'un camélon surprotecteur du nom de Pascal, et d'une bande de voyous.",False
Animation,16,762509,Mufasa : Le Roi Lion,Mufasa: The Lion King,2024,2024-12-18,7.317,2522,16.0295,en,"Suivez l'épopée de l'improbable ascension du roi bien-aimé de la Terre des Lions. Mufasa est un orphelin seul et perdu jusqu'à ce qu'il rencontre Taka, héritier de sang royal. C'est le début d'un voyage épique au cours duquel ils tenteront d'échapper à un ennemi redoutable, ce qui mettra leurs liens à rude épreuve.",False
Animation,16,129,Le Voyage de Chihiro,千と千尋の神隠し,2001,2001-07-20,8.534,17949,20.4629,ja,"Chihiro, 10 ans, a tout d’une petite fille capricieuse. Elle s’apprête à emménager avec ses parents dans une nouvelle demeure. Sur la route, la petite famille se retrouve face à un immense bâtiment rouge au centre duquel s’ouvre un long tunnel. De l’autre côté du passage se dresse une ville fantôme. Les parents découvrent dans un restaurant désert de nombreux mets succulents et ne tardent pas à se jeter dessus. Ils se retrouvent alors transformés en cochons. Prise de panique, Chihiro s’enfuit et se dématérialise progressivement. L’énigmatique Haku se charge de lui expliquer le fonctionnement de l’univers dans lequel elle vient de pénétrer. Pour sauver ses parents, la fillette va devoir faire face à la terrible sorcière Yubaba, qui arbore les traits d’une harpie méphistophélique.",False
Animation,16,1175942,Les Bad Guys 2,The Bad Guys 2,2025,2025-07-24,7.695,658,18.3581,en,"Un loup, un serpent, une tarentule, un requin et un piranha sont une ancienne bande de criminels repentis tentant une réinsertion dans la société. Cependant, leur mauvaise réputation les précède et ils peinent à trouver du travail. Lorsqu'une série de cambriolages sont perpétrés dans la ville, ils en deviennent les principaux suspects. Pour prouver leurs bonnes intentions, ils offrent à la commissaire de police d'utiliser leurs habiletés uniques pour identifier le véritable coupable.",False
Animation,16,20352,"Moi, moche et méchant",Despicable Me,2010,2010-07-08,7.256,15832,15.255,en,"Dans un charmant quartier résidentiel délimité par des clôtures de bois blanc et orné de rosiers fleurissants se dresse une bâtisse noire entourée d’une pelouse en friche. Cette façade sinistre cache un secret : Gru, un méchant vilain, entouré d’une myriade de sous‐fifres et armé jusqu’aux dents, qui, à l’insu du voisinage, complote le plus gros casse de tous les temps : voler la lune (Oui, la lune !)… Gru affectionne toutes sortes de sales joujoux. Il possède une multitude de véhicules de combat aérien et terrestre et un arsenal de rayons immobilisants et rétrécissants avec lesquels il anéantit tous ceux qui osent lui barrer la route… jusqu’au jour où il tombe nez à nez avec trois petites orphelines qui voient en lui quelqu’un de tout à fait différent : un papa. Le plus grand vilain de tous les temps se retrouve confronté à sa plus dure épreuve : trois fillettes prénommées Margo, Édith et Agnès.",False
Animation,16,1575337,"Kaguya, princesse cosmique",超かぐや姫！,2026,2026-01-22,8.302,48,19.8509,ja,"La vie d'Iroha bascule lorsque Kaguya, une chanteuse insouciante qui a fui la Lune, emménage chez elle et la convainc de se produire ensemble dans un monde virtuel.",False
Animation,16,1327819,Jumpers,Hoppers,2026,2026-03-04,0.0,0,17.5679,en,"Mabel est une jeune fille audacieuse qui a une grande ambition : infiltrer le monde animal. Pour ce faire, elle transfère son esprit à un robot castor afin de pouvoir approcher d’autres animaux et étudier leur mode de vie.",False
Animation,16,425,L'Âge de glace,Ice Age,2002,2002-03-14,7.367,14062,16.741,en,"Vingt mille ans avant notre ère, lorsque Scrat, un rongeur obstiné, fend la banquise et déclenche un nouvel Âge de Glace, une vaste cohorte de mammifères s’assemble et commence à émigrer vers le sud. Manny, un mammouth solitaire qui n’en fait qu’à sa tête, choisit d’aller vers le nord et se voit bientôt rejoint par Sid, un petit paresseux volubile en quête de protecteur. Ce dernier l’oblige bientôt à recueillir un bébé humain, Roshan, que sa mère leur a confié avant de mourir, et à ramener celui‐ci à son père, chasseur nomade parti vers le nord. Sur leur chemin, les deux compères devront protéger Roshan de Diego, un tigre aux dents de sabre chargé par son chef Soto de capturer le bébé.",False
Animation,16,1280875,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! 魔法少女in温泉旅行,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! 魔法少女in温泉旅行,2015,2015-07-25,10.0,1,17.6564,ja,,False
Animation,16,1205229,Une Nuit Au Zoo,Night of the Zoopocalypse,2025,2025-01-23,6.6,75,16.9935,en,"Une nuit, une météorite s’écrase sur le zoo de Colepepper, libérant un virus qui transforme les animaux en mutants zombies baveux !Gracie, une jeune louve excentrique, s’associe avec Dan, un puma bourru et redoutable, pour trouver un moyen de retourner à sa meute. Alors que tout le zoo va être contaminé, ils doivent élaborer un plan pour que les animaux redeviennent eux-mêmes. Avec l’aide d’un groupe de survivants – Xavier, le lémurien cinéphile ; Frida, la capybara fougueuse ; Ash, l’autruche sarcastique et Félix, le singe perfide – ils se lancent dans une mission périlleuse pour vaincre les zombies, déterminés à répandre le virus au-delà des murs du zoo. Bienvenue dans l’horrible…. NUIT AU ZOO !",False
Animation,16,1226863,"Super Mario Galaxy, le film",The Super Mario Galaxy Movie,2026,2026-04-01,0.0,0,17.0373,en,"Au-delà du Royaume Champignon, Mario, Luigi et Yoshi voyagent à travers les galaxies aux côtés de Rosalina pour arrêter Bowser Jr., dont la tentative de sauver son père menace l’équilibre de l’univers.",False
Animation,16,1022787,Elio,Elio,2025,2025-06-18,6.941,841,15.4501,en,"Elio, un petit garçon à l'imagination débordante, qui se retrouve téléporté par inadvertance dans le Communivers, une organisation interplanétaire composée de représentants des galaxies les plus éloignées. Alors que tout l'univers le considère par erreur comme le chef de la Terre, Elio, loin d'être préparé à ce genre de pression, va devoir tisser de nouveaux liens avec d'étranges formes de vie extraterrestres, survivre à une série d'épreuves redoutables, pour finir par découvrir qui il est véritablement.",False
Animation,16,315162,Le Chat Potté 2 : la dernière quête,Puss in Boots: The Last Wish,2022,2022-12-07,8.205,8622,15.5447,en,"Le Chat Potté découvre que sa passion pour l'aventure et son mépris du danger ont fini par lui coûter cher : il a épuisé huit de ses neuf vies, et en a perdu le compte au passage. Afin de retomber sur ses pattes notre héros velu se lance littéralement dans la quête de sa vie. Il s'embarque dans une aventure épique aux confins de la Forêt Sombre afin de dénicher la mythique Étoile à vœu, seule susceptible de lui rendre ses vies perdues. Mais quand il ne vous en reste qu’une, il faut savoir faire profil bas, se montrer prudent et demander de l’aide. C’est ainsi qu’il se tourne vers son ancienne partenaire et meilleure ennemie de toujours : l’ensorcelante Kitty Pattes De Velours. Le Chat Potté et la belle Kitty vont être aidés dans leur quête, à leur corps bien défendant, par Perro, un corniaud errant et galeux à la langue bien pendue et d’une inaltérable bonne humeur.",False
Animation,16,756397,Hitpig!,Hitpig!,2024,2024-11-01,6.8,42,15.3495,en,"Hitpig est un cochon futé qui gagne sa vie en capturant des animaux en cavale afin de les ramener à leur maître. Son prochain contrat risque cependant d’être son plus grand défi : il devra retourner l’éléphante dansante Miss Pickle à un machiavélique promoteur de Las Vegas, pour un million de dollars. Alors que sa mission dérape, Hitpig réalise que tout l’argent du monde ne pourra remplacer ses nouvelles amitiés",False
Animation,16,49013,Cars 2,Cars 2,2011,2011-06-11,6.171,8333,13.7239,en,"La célèbre voiture de course Flash McQueen et l'incomparable dépanneuse Martin quittent Radiator Springs pour courir le tout premier Grand Prix mondial qui sacrera la voiture la plus rapide du monde. Mais la route est pleine d'imprévus, de déviations et de surprises, surtout lorsque Martin se retrouve entraîné dans une affaire d'espionnage international !",False
Animation,16,823219,"Flow, le chat qui n'avait plus peur de l'eau",Straume,2024,2024-08-29,8.097,2618,15.5226,lv,Un chat se réveille dans un univers envahi par l’eau où toute vie humaine semble avoir disparu. Il trouve refuge sur un bateau avec un groupe d’autres animaux. Mais s’entendre avec eux s’avère un défi encore plus grand que de surmonter sa peur de l'eau ! Tous devront désormais apprendre à surmonter leurs différences et à s’adapter au nouveau monde qui s’impose à eux.,False
Animation,16,82690,Les Mondes de Ralph,Wreck-It Ralph,2012,2012-11-01,7.354,12898,14.515,en,"Dans une salle d’arcade, Ralph la casse est le héros mal aimé d’un jeu des années 80. Son rôle est simple : il casse tout ! Pourtant il ne rêve que d’une chose, être aimé de tous…  Vanellope Van Schweetz quant à elle, évolue dans un jeu de course, fabriqué uniquement de sucreries. Son gros défaut : être une erreur de programme, ce qui lui vaut d’être interdite de course et rejetée de tous…  Ces deux personnages n’auraient jamais dû se croiser… et pourtant, Ralph va bousculer les règles et voyager à travers les différents mondes de la salle d’arcade pour atteindre son but : prouver à tous qu’il peut devenir un héros… Ensemble, arriveront-ils à atteindre leurs rêves ?",False
Animation,16,10191,Dragons,How to Train Your Dragon,2010,2010-03-18,7.855,14091,14.22,en,"L’histoire d’Harold, jeune Viking peu à son aise dans sa tribu où combattre les dragons est le sport national. Sa vie va être bouleversée par sa rencontre avec un dragon qui va peu à peu amener Harold et les siens à voir le monde d’un point de vue totalement différent.",False
Animation,16,2062,Ratatouille,Ratatouille,2007,2007-06-28,7.835,18176,15.7417,en,"Rémy est un jeune rat qui rêve de devenir un grand chef français. Ni l'opposition de sa famille, ni le fait d'être un rongeur dans une profession qui les déteste ne le démotivent. Rémy est prêt à tout pour vivre sa passion de la cuisine… et le fait d'habiter dans les égouts du restaurant ultra coté de la star des fourneaux, Auguste Gusteau, va lui en donner l'occasion ! Malgré le danger et les pièges, la tentation est grande de s'aventurer dans cet univers interdit. Écartelé entre son rêve et sa condition, Rémy va découvrir le vrai sens de l'aventure, de l'amitié, de la famille… et comprendre qu'il doit trouver le courage d'être ce qu'il est : un rat qui veut être un grand chef…",False
Animation,16,863,Toy Story 2,Toy Story 2,1999,1999-10-30,7.604,14638,15.6842,en,"Andy part en colonie de vacances et laisse ses jouets à la maison. Les choses se gâtent quand le collectionneur Al McWhiggin kidnappe Woody. Dans l’appartement d’Al, Woody découvre qu’il est un objet de collection d’une émission des années 50, il rencontre d’autres jouets : Jessie, Pile-Poil, Papi Pépite. Buzz et les autres vont tenter de sauver Woody, avant qu’il ne devienne une pièce de musée.",False
Comédie,35,1168190,Team Démolition,The Wrecking Crew,2026,2026-01-28,6.844,569,235.2281,en,"Deux demi-frères brouillés, Jonny et James, se réunissent après la mort mystérieuse de leur père. Durant leur quête de la vérité, des secrets enfouis révèlent un complot qui menace de détruire leur famille.",False
Comédie,35,1084242,Zootopie 2,Zootopia 2,2025,2025-11-26,7.605,1667,227.8124,en,"Judy Hopps et Nick Wilde explorent à nouveau Zootopie, entre mystères, rires et rencontres inattendues. À travers chaque rue et chaque instant, ils découvrent que l’amitié et la curiosité transforment le quotidien en moments magiques.",False
Comédie,35,1234731,Anaconda,Anaconda,2025,2025-12-24,5.818,573,87.4857,en,Doug et Griff sont amis d'enfance et partagent depuis toujours un objectif un peu fou : réaliser leur propre remake d’Anaconda en plein cœur de l'Amazonie. Mais le rêve vire rapidement au cauchemar lorsqu'un véritable serpent géant fait son apparition et transforme leur plateau déjà chaotique en un piège mortel. Le film qu'ils mourraient d'envie de faire… va vraiment devenir mortel !,False
Comédie,35,1297842,GOAT : Rêver plus haut,GOAT,2026,2026-02-11,6.9,18,87.5884,en,"Will est un petit bouc avec de grands rêves. Lorsqu'il décroche une chance inespérée de rejoindre la ligue professionnelle de ""roarball"", un sport ultra-intense réservé aux bêtes les plus rapides et féroces, il entend bien saisir l’opportunité. Problème : ses nouveaux coéquipiers ne sont pas vraiment ravis d'avoir un ""petit"" dans l'équipe. Mais Will est prêt à tout pour changer les règles du jeu.",False
Comédie,35,1243460,Joe et l'école de la vie,Joe's College Road Trip,2026,2026-02-12,5.237,19,69.1026,en,"Pour initier son petit-fils à la vraie vie avant l'université, Joe, le frère mal léché de Madea, l'embarque dans un road trip déjanté à travers le pays.",False
Comédie,35,1198994,Send Help,Send Help,2026,2026-01-22,7.0,255,69.0692,en,"Linda Liddle est maltraitée depuis toujours par son patron macho et sexiste, Bradley Preston. Leur relation conflictuelle atteint un nouveau degré lorsque Linda et Bradley se retrouvent coincés sur une île déserte, suite à l'écrasement en mer de l'avion privé qui les transportait. Pour ces deux collègues que tout oppose, l’heure semble venue de surmonter les griefs du passé et d'unir leurs forces pour tenter de survivre. Mais leur combat prend très vite la forme d'une ultime épreuve de force, où chacun tente de se venger de l’autre.",False
Comédie,35,991494,"Bob l'éponge, le film : Un pour tous, tous pirates !",The SpongeBob Movie: Search for SquarePants,2025,2025-12-16,6.721,188,63.5265,en,"Bob l'éponge et ses amis de Bikini Bottom larguent les amarres pour leur plus grande aventure sur grand écran. Bien décidé à prouver à M. Krabs qu'il est désormais un grand garçon, Bob se lance sur les traces du légendaire Hollandais Volant, un redoutable pirate fantôme. Cap sur une épopée déjantée, entre fous rires, frissons et péripéties sous-marines, jusque dans les abysses les plus mystérieux de l'océan, là où aucune éponge n'a jamais osé plonger !",False
Comédie,35,261930,Traveling Husbands,Traveling Husbands,1931,1931-08-15,4.0,2,51.6719,en,,False
Comédie,35,1119449,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",2026,2026-02-13,8.0,6,51.2756,en,"Un ""homme du futur"" débarque dans un diner à Los Angeles afin de recruter des clients mécontents dans une aventure au cours de laquelle ils devront sauver le monde face à une menace proférée par une intelligence artificielle.",False
Comédie,35,22949,Les 2 font la ''père'',Old Dogs,2009,2009-11-24,5.542,771,46.4808,en,"Un homme divorcé, père de jumeaux de six ans, et son collègue de bureau et meilleur ami, sont complètement débordés quand ils doivent s'occuper des enfants pendant deux semaines. Les deux amis décident d'emmener les enfants dans un camp de vacances. Barry, le directeur zélé du camp est ultra-conservateur et pense que les deux hommes sont homosexuels et qu'ils ont adopté les jumeaux.",False
Comédie,35,1254754,¿Quién quiere casarse con un astronauta?,¿Quién quiere casarse con un astronauta?,2025,2025-06-26,6.4,5,47.5387,es,,False
Comédie,35,803796,KPop Demon Hunters,KPop Demon Hunters,2025,2025-06-20,8.098,2374,46.208,en,"Quand elles ne remplissent pas les stades, Rumi, Mira et Zoey, superstars de la K-pop, utilisent leurs pouvoirs secrets pour protéger leurs fans de menaces surnaturelles.",False
Comédie,35,1364904,Fantôme utile,ผีใช้ได้ค่ะ,2025,2025-08-27,6.9,18,43.7079,th,"March fait le deuil de sa femme Nat, récemment décédée, victime de la pollution due à la poussière. Il découvre que son esprit est revenu en prenant possession de leur aspirateur. Dérangé par un fantôme, apparu suite à la mort d’un ouvrier qui a causé la fermeture de l’usine, sa famille rejette l’étrange relation entre un homme et un fantôme. Tentant de les convaincre de leur amour, Nat se propose de faire le ménage dans l’usine. Pour devenir un fantôme utile, elle doit d’abord éliminer ceux qui ne servent à rien.",False
Comédie,35,150,48 heures,48 Hrs.,1982,1982-12-07,6.68,1653,35.9732,en,"Deux meurtriers sont pourchassés par la police, alors qu’ils recherchent le butin d’un casse commis par Reggie Hammond, un de leurs anciens complices actuellement emprisonné. Pour les retrouver, l’inspecteur de police Jack Cates a besoin de l’aide de Reggie. Il va le voir en prison pour solliciter sa collaboration mais Hammond négocie son aide contre une permission de sortie. Jack va donc faire en sorte que Reggie soit en liberté surveillée pendant 48 heures, durant lesquelles il va tenter de l’aider à retrouver ses anciens complices...",False
Comédie,35,269149,Zootopie,Zootopia,2016,2016-02-11,7.759,17660,38.6544,en,"Avec ses quartiers comme la très chic Place du Sahara ou le glacial Toundraville, la métropole Zootopie, où ne vivent que des mammifères, est un melting pot où toutes les espèces cohabitent. Qu’on soit un énorme éléphant ou une minuscule musaraigne, tout le monde y a sa place. Mais quand l’optimiste agent Judy Hopps arrive en ville, elle découvre qu’être le premier lapin dans la police, au milieu d'animaux costauds, n’est pas si simple. Pour faire ses preuves, elle décide de résoudre une enquête, même si pour cela, elle doit faire équipe avec Nick Wilde, un renard beau parleur et roi de l’arnaque. Certaines séquences ou certains motifs lumineux clignotants sont susceptibles d'affecter les téléspectateurs photosensibles.",False
Comédie,35,1548113,The Muppet Show,The Muppet Show,2026,2026-02-03,7.131,61,25.1667,en,"C'est le Muppet Show ! Kermit, Miss Piggy et la troupe adorée des Muppets sont de retour pour un événement spécial inédit. Musique, comédie et une bonne dose de chaos sont au rendez-vous quand ils remontent sur la scène du théâtre original des Muppets avec leur invitée très spéciale, Sabrina Carpenter",False
Comédie,35,1618945,Yoh! Bestie,Yoh! Bestie,2026,2026-02-06,6.2,25,26.0492,en,"Thando n'a jamais de chance en amour, mais lorsque son meilleur ami revient de voyage accompagné de sa fiancée, elle est contrainte de faire face à un nouveau sentiment : la jalousie.",False
Comédie,35,1291335,Solo Mio,Solo Mio,2026,2026-02-05,7.8,4,32.2797,en,"La fiancée de Matt rêve d'un mariage en Italie. Il économise et fait venir toute sa famille pour le mariage. Devant l'autel, elle lui dit non et il est contraint de partir seul en lune de miel.",False
Comédie,35,639988,Aucun autre choix,어쩔수가없다,2025,2025-09-24,7.597,636,27.8494,ko,"Cadre dans une usine de papier You Man-su est un homme heureux, il aime sa femme, ses enfants, ses chiens, sa maison.  Lorsqu’il est licencié, sa vie bascule, il ne supporte pas l’idée de perdre son statut social et la vie qui va avec.  Pour retrouver son bonheur perdu, il n’ a aucun  autre choix que d’éliminer tous ses concurrents…",False
Comédie,35,1429605,F- la Saint-Valentin,F Valentine's Day,2026,2026-02-12,6.031,32,29.8451,en,"Gina déteste son anniversaire qui tombe le jour de la Saint-Valentin et part en Grèce pour éviter la demande en mariage de son petit ami. Avec l'aide de Johnny et de sa sœur Mickey, deux vacanciers, elle élabore un plan pour retarder la demande en mariage, tout en remettant en question sa relation.",False
Comédie,35,533535,Deadpool & Wolverine,Deadpool & Wolverine,2024,2024-07-24,7.6,8262,25.8027,en,"Un Wade Wilson désabusé s'abrutit de travail dans le civil. Sa vie de mercenaire moralement flexible, Deadpool, est derrière lui. Mais quand son monde est menacé d'anéantissement, il accepte à contrecœur de reprendre le flambeau, et de convaincre un Wolverine non moins contre-cœureux... contre-cordial ? Contre-cardiaque ? Il doit le convaincre de... ah, laisse tomber, va voir le film. Un synopsis, c'est débile. Mais entends l'avertissement : des flashs lumineux dans l'image pourraient affecter les spectateurs photosensibles.",False
Comédie,35,11384,La Manière forte,The Hard Way,1991,1991-03-08,6.146,463,23.1474,en,"Nick Lang, dont la célébrité à Hollywood n'est plus à faire, décide de donner un nouvel élan à sa carrière en incarnant dans son prochain film un policier au caractère bien trempé. Pour cela, il part à New-York rejoindre celui dont il sera momentanément le coéquipier attentif : le vrai policier John Moss. L'inexpérience de l'un et les intrépidités de l'autre vont les entraîner dans de nombreuses péripéties...",False
Comédie,35,680,Pulp Fiction,Pulp Fiction,1994,1994-09-10,8.486,29678,23.9774,en,"L’odyssée sanglante et burlesque de petits malfrats dans la jungle d’Hollywood : Deux petits tueurs, un dangereux gangster marié à une camée, un boxeur roublard, des prêteurs sur gages sadiques, un caïd élégant et dévoué, un dealer bon mari et deux tourtereaux à la gâchette facile.",False
Comédie,35,1206008,Ella McCay,Ella McCay,2025,2025-12-11,5.851,67,22.5537,en,"États-Unis, 2008. Ella McCay s'apprête à succéder à son mentor au poste de gouverneure de l'État. Mais des défis familiaux et professionnels entravent sa route. Son père médecin, qui trompait sa défunte mère, cherche à se réconcilier avec elle. Son frère cadet, informaticien timide et névrosé, a besoin de ses conseils d'ordre sentimental. Mais la plus grande menace provient de son ambitieux mari Ryan. Celui-ci a en effet coulé aux médias une information de nature sexuelle susceptible de compromettre la carrière de la jeune politicienne idéaliste.",False
